Nomor_Mitra,ID_Posisi,Nama_Posisi,Nama_Mitra,Nama_Kegiatan,Kuota_Posisi,Lokasi_Bekerja,Tipe_Aktivitas,URL_Logo,Mulai_Periode,Berakhir_Periode,Mulai_Pendaftaran,Berakhir_Pendaftaran,SKS_Diberikan,Kode_Lokasi,ID_Mitra,Kegiatan_Bersertifikat
2119,9b7e981b-6ca4-11ed-9c3c-feb214c74b66,SOCIAL MEDIA SPECIALIST MARKETING,Alfamart,"Optimalisasi Marketing Communication, Event & Social Media",11,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
2120,7f624f56-7083-11ed-9540-86f9589d528b,Social Media Specialist (Satudikti),Dikti,Pengembangan Aplikasi Satudikti,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_29f078c6-3091-48bf-aae7-206662f521aa.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016000,55eb611a-16ed-4166-adf7-3254e22ba206,True
2121,86ba8e00-600c-11ed-bb63-2e0edbdc1ce0,Sociology Subject Research Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
2122,a5ca1297-6eeb-11ed-818c-feb214c74b66,Socio Product (Tourism Sociopreneur for UMKM Products),Travelxism,Sustainable Tourism Internship Program Travelxism Batch 4: Becoming Youth Champion!,10,Daerah Istimewa Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ca5c26b0-417b-4a2f-975a-e56f52e5bafb.jpg,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-23T07:00:00+07:00,20,,ada096ac-d708-4330-aeb9-6ca69449dfbd,True
2123,d68e5da6-6b14-11ed-8225-d61b0e2692e7,Software Developer,Widya Robotics,"Learning Management di Startup Artificial Intelligence, IoT, dan Robotika",4,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ac92522e-1227-497a-bb7c-6783e41bb299.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,040200,93cf8c69-e6cc-423b-a011-695680382291,True
2124,b7fa077a-803c-11ed-b375-2603a0457f29,Software Developer,INASTEK,Pengembangan Pembelajaran Sirkular Ekonomi Pertanian Terpadu Dan Pengolahan Sampah Plastik,2,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fdf76848-5751-4f24-8eed-31bce0d85818.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-11T07:00:00+07:00,2023-01-30T07:00:00+07:00,20,040200,6af7cd4d-9305-48f4-85ac-e8d5e2c64b34,True
2125,1be4f4b9-6fcd-11ed-b6f6-62d54cabf853,Software Developer,Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),4,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
2126,dd8600d2-6f96-11ed-ab38-feb214c74b66,Software Developer,Otoritas Jasa Keuangan,Departemen Audit Internal,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
2127,938d957d-8029-11ed-bf55-e28bf6b6d14d,Software Developer (Back End) Intern,Telkomsel,Develop Auto Reporting And Tracking System (ARPAN),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-25T07:00:00+07:00,20,016300,162aef9f-4662-4465-82d8-7adf85a712f0,True
2128,41c493b7-805b-11ed-bf55-e28bf6b6d14d,Software Developer (Back End) Intern,Telkomsel,Develop Universal Payment Page,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_50747a6b-6962-4e51-bfa6-406c27ebc6b6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-25T07:00:00+07:00,20,016300,162aef9f-4662-4465-82d8-7adf85a712f0,True
2129,20563562-6b98-11ed-8225-d61b0e2692e7,Software Engineer,GITS.ID,Implementasi dan pengembangan dalam Objective and Key Results,25,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e0e58a43-a4fc-4884-b9cb-dd7410b8989d.jpg,2023-02-16T07:00:00+07:00,2023-06-15T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,84a0c19d-fe08-470f-8b1d-a210e8a1c91f,True
2130,c34ddd22-6fcc-11ed-a7a1-0278cb7f6574,Software Engineer/Gitlab,Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
2131,d05eb1d4-60cc-11ed-aaab-4a119f027d25,Software Engineer in Developing Digital Transformation and Industry 4.0,STECHOQ,Developing Digital Transformation and Industry 4.0 through Software Engineering,20,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b693d159-3ec1-4644-b198-b107e51a3b83.png,2023-02-20T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-13T07:00:00+07:00,2023-02-03T07:00:00+07:00,20,040200,ba16e287-a822-457d-9d45-5b2e5a47af1f,True
2132,c4b25e7e-6b89-11ed-8225-d61b0e2692e7,Software Engineer Intern,Paragon Technology and Innovation,Information Technology Directorate,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016300,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
2133,add83487-8072-11ed-b375-2603a0457f29,Software Testing Engineer,nbs,Intership Software Quality Assurance,8,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_6ad95e46-b24e-4207-8c80-395a3616b214.png,2023-04-17T07:00:00+07:00,2023-10-17T07:00:00+07:00,2023-03-01T07:00:00+07:00,2023-03-31T07:00:00+07:00,20,016300,4adfa840-9d61-4f46-a4d8-5a2fd6d595ca,True
2134,2d200c4e-6fdb-11ed-8b84-22d0c8df9d48,Solar PV Technical Support ( Engineering and Business Development ),KESDM,Peningkatan Kapasitas Pembangkit Listrik Tenaga EBT (Surya) Menuju Net Zero Emission ,120,"Kota Jakarta, Serang, Bandung, Semarang,Surabaya, Balikpapan, Palembang, Lampung dan Bali",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d01c5cee-9fea-4683-b0c2-0d8e0a64f9a8.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,6cb2a45e-2093-45bb-a7d7-33b464cabc7c,True
2135,360dd800-70b3-11ed-83e6-668d7502ff5d,SOP & Business Proses Staff,ELZATTA DAUKY,Peran Gen Z untuk Indonesia,5,"Kec. Bandung Kulon, Kota Bandung, Jawa Barat",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f4582b8f-c088-4d57-95d8-9a370f5c9224.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-01T07:00:00+07:00,2022-12-31T07:00:00+07:00,20,,5fb33177-7656-4eac-b184-9a187592a4e4,True
2136,bb628f6a-6c65-11ed-8fcc-563600033649,SOP  SPECIALIST,Alfamart,Materi Sosialisasi Produk SOP dengan Audio Visual,1,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
2137,8ea2bacd-6ec3-11ed-818c-feb214c74b66,SOP Writer,Bank BRI,Standar Operasional Prosedur (SOP) Kustodian BRI,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016000,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,True
2138,73ea307d-4f5a-11ed-a953-c28fdeb2b454,Sosial Media Specialist,dr. Mekanik Academy,BANDUNG SPEED GARAGE,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png,2023-02-10T07:00:00+07:00,2023-07-14T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,51eebb91-c684-4d2c-a4bb-b1784a3be41a,True
2139,a7e7caee-6c03-11ed-8441-22d0c8df9d48,Sourcing & Supplier Collaboration Activation Support Intern,Paragon Technology and Innovation,Supply Chain Management Directorate,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,286100,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
2140,0dafda5e-6c04-11ed-8441-22d0c8df9d48,Sourcing & Supplier Collaboration Operation Intern,Paragon Technology and Innovation,Supply Chain Management Directorate,1,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,286100,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
2141,9badca3c-6bc5-11ed-acfa-feb214c74b66,Space Development Specialist,Alfamidi,PENGEMBANGAN SISTEM PENGELOLAAN TENANT ,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg,2023-02-10T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,286100,0948c9f3-2059-465a-b344-f12f1a66077d,True
2142,a61abc55-7603-11ed-a033-260399e19f34,SPA - SPA Therapist,The Royal Santrian Luxury Beach Villas,Magang Bersertifikat Pariwisata Perhotelan,5,Kab. Badung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b555ebbc-732f-418e-840e-4dbc8808865e.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,220400,87c66d10-4380-4c12-895c-61bcb10e0067,True
2143,98749b7b-8014-11ed-899c-f6e17ff1bedb,Staf Analis Human Capital Division,BPJS Ketenagakerjaan,Program Magang BPJS Ketenagakerjaan,1,Kantor Pusat BPJS Ketenagakerjaan dan Kantor Cabang BPJS Ketenagakerjaan Seluruh Indonesia,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e1609101-99d7-4a06-98b3-ef4bbef48870.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-12T07:00:00+07:00,2023-01-23T07:00:00+07:00,20,,e7e7caef-898d-4fd8-87fe-c4ae72ae5f00,True
2144,fb1bb2d0-6722-11ed-98f0-d6bd1ff96cc1,Staff Admin Intern,Bank CIMB Niaga,Lending Database Maintenance & Monitoring of Administrative Activity in CSS & Legal,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,7ee6d215-9ad2-4565-81c1-555e8efb1360,True
2145,5f2b0762-6ac7-11ed-aad2-c63f61abb566,"Staff Administrasi, Legal & Keuangan, Staff IT, Staff HR, Staff Sosial Media, Branding, Digital Marketing ",INAmikro,Program INAmikro untuk pelaku usaha mikro dan ultra mikro,30,"DKI Jakarta, Jawa tengah, DI Yogyakarta , Sumatera Utara ",OFFLINE,,2023-02-13T07:00:00+07:00,2023-07-13T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,25049796-20e7-4ed2-9c64-07913cc432fa,True
2146,704084a2-6aff-11ed-a781-f69d568c6c8e,Staff Business Feasibility,Fiber Optik,Business Pricing Solution (Kelayakan Penawaran Harga ke Customer),1,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c3c101e7-b663-416a-a790-2dd9579ce26b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2023-01-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016200,1e0ec8f0-0d3a-4fb3-a058-ec5b73eaa31c,True
2147,4e0402ec-6471-11ed-8ebb-320b4c7afbe7,Staff Corporate Society Responsibility dan Public Relation,Methanol Plant,Aktifitas 1- Evaluasi Strategi Efisiensi Sumber Daya dalam Proses Produksi Methanol untuk mencapai PROPER Emas PT. KMI pada tahun 2023.,3,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg,2023-03-01T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,166300,855bad44-e400-4a84-9210-e1444742fb9b,True
2148,29ceebb1-649a-11ed-8ffa-4eaca8c1bf53,Staff Corporate Society Responsibility dan Public Relation,Methanol Plant,"Aktifitas 2- Evaluasi Strategi Penurunan Emisi dalam Proses Produksi Methanol dengan memanfaatkan renewable energy dan optimasi permesinan, untuk mendukung target Net Zero Emission pada tahun 2060",3,Kota Bontang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_89d550ad-f9dd-49b3-9cb2-b6d72b4424b8.jpg,2023-03-01T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,166300,855bad44-e400-4a84-9210-e1444742fb9b,True
2149,6aba78f1-6fa3-11ed-a7a1-0278cb7f6574,Staff Cost Control (Reporting & Cost Control),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
2150,167f893f-8659-11ed-a01e-0e03faa2ffbe,Staff Fiber Academy,Fiber Optik,Fiber Academy Support,16,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c3c101e7-b663-416a-a790-2dd9579ce26b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2023-01-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016200,1e0ec8f0-0d3a-4fb3-a058-ec5b73eaa31c,True
2151,ebc40e0c-7a01-11ed-8ecc-126a7f5dfbc7,Staff Kehutanan,RAPP,"Evaluasi Kinerja Dalam Sistem Produksi Pembuatan Pulp, Kertas Dan Rayon Menuju Operational Excellence.",5,Kab. Pelalawan,OFFLINE,,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-12T07:00:00+07:00,2023-02-15T07:00:00+07:00,20,090800,6704de80-0880-48c9-a3af-1eb123830d41,True
2152,1dc0532c-8015-11ed-8fbf-aa76604f701e,Staff Penata Madya Kepatuhan Internal,BPJS Ketenagakerjaan,Program Magang BPJS Ketenagakerjaan,1,Kantor Pusat BPJS Ketenagakerjaan dan Kantor Cabang BPJS Ketenagakerjaan Seluruh Indonesia,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e1609101-99d7-4a06-98b3-ef4bbef48870.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-12T07:00:00+07:00,2023-01-23T07:00:00+07:00,20,,e7e7caef-898d-4fd8-87fe-c4ae72ae5f00,True
2153,2d92b18a-8015-11ed-9af6-e28bf6b6d14d,Staff Penata Utama Bantuan Hukum,BPJS Ketenagakerjaan,Program Magang BPJS Ketenagakerjaan,1,Kantor Pusat BPJS Ketenagakerjaan dan Kantor Cabang BPJS Ketenagakerjaan Seluruh Indonesia,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e1609101-99d7-4a06-98b3-ef4bbef48870.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-12T07:00:00+07:00,2023-01-23T07:00:00+07:00,20,,e7e7caef-898d-4fd8-87fe-c4ae72ae5f00,True
2154,3a738fd5-8015-11ed-8fbf-aa76604f701e,Staff Penata Utama Hukum Badan,BPJS Ketenagakerjaan,Program Magang BPJS Ketenagakerjaan,1,Kantor Pusat BPJS Ketenagakerjaan dan Kantor Cabang BPJS Ketenagakerjaan Seluruh Indonesia,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e1609101-99d7-4a06-98b3-ef4bbef48870.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-12T07:00:00+07:00,2023-01-23T07:00:00+07:00,20,,e7e7caef-898d-4fd8-87fe-c4ae72ae5f00,True
2155,428cdae1-6fa0-11ed-a7a1-0278cb7f6574,Staff Reporting,Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
2156,51aeda78-6ecb-11ed-818c-feb214c74b66,Standard Competency Analyst,Otoritas Jasa Keuangan,OJK Institute,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
2157,2dc5afe5-7fc1-11ed-b2f3-c6fe83fcca68,Starter Backend Engineer Internship Program,Qatros,Starter Engineer Internship Program,40,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e8bfddd9-1ad2-4f0f-a6e4-a44051a5788c.png,2023-02-01T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-12-30T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,040200,fc04fbf4-076e-4295-a02f-b701c97a2660,True
2158,6ca75484-7fc0-11ed-bfb0-2615bc75a6a3,Starter Engineer Mobile Internship Program,Qatros,Starter Engineer Internship Program,20,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e8bfddd9-1ad2-4f0f-a6e4-a44051a5788c.png,2023-02-01T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-12-30T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,040200,fc04fbf4-076e-4295-a02f-b701c97a2660,True
2159,60c849eb-7fc2-11ed-b9d2-ae9e72da6bb1,Starter Frontend Web Engineer Internship Program,Qatros,Starter Engineer Internship Program,20,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e8bfddd9-1ad2-4f0f-a6e4-a44051a5788c.png,2023-02-01T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-12-30T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,040200,fc04fbf4-076e-4295-a02f-b701c97a2660,True
2160,da171926-7fc1-11ed-bfb0-2615bc75a6a3,Starter Software Quality Engineer Internship Program,Qatros,Starter Engineer Internship Program,10,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e8bfddd9-1ad2-4f0f-a6e4-a44051a5788c.png,2023-02-01T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-12-30T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,040200,fc04fbf4-076e-4295-a02f-b701c97a2660,True
2161,c0c4bc4f-7fc1-11ed-9af6-e28bf6b6d14d,Starter UIX Designer Internship Program,Qatros,Starter Engineer Internship Program,10,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e8bfddd9-1ad2-4f0f-a6e4-a44051a5788c.png,2023-02-01T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-12-30T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,040200,fc04fbf4-076e-4295-a02f-b701c97a2660,True
2162,4edcaa0d-647d-11ed-b74d-2af064b3727d,Startup Business Development in Developing Digital Transformation and Industry 4.0,STECHOQ,Developing Digital Transformation and Industry 4.0 through Startup Business Development,5,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b693d159-3ec1-4644-b198-b107e51a3b83.png,2023-02-20T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-13T07:00:00+07:00,2023-02-03T07:00:00+07:00,20,040200,ba16e287-a822-457d-9d45-5b2e5a47af1f,True
2163,4b2d7e83-6b0b-11ed-8225-d61b0e2692e7,Statistical Analysis,PT Bumitama Gunajaya Agro,Officer Development Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,8816b5f5-7f39-459c-ba0c-86996423c5e5,True
2164,30fe33a6-8038-11ed-8fbf-aa76604f701e,Statistisi,BPS Papua,Analisis Statistik Untuk Pembangunan,30,Kota Jayapura,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ec446f7a-151e-4b6a-b633-1fc31eae9c19.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-11T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,256000,58042a47-28d8-4a3d-9277-83d25e0e1b61,True
2165,a9205f5e-6586-11ed-ac0b-96cc8f5beea7,"STEM Tutor For Early Childhood (PAUD, SD)",EDUCOURSE,MAGANG BERSERTIFIKAT STEM DIGITAL EDUCATOR,10,Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f2ded364-8fcf-484f-99a7-dea63c94c7e7.png,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,,b4ceff37-a672-44e4-a8e1-7b085afdeac8,True
2166,21d2d66e-760b-11ed-a007-b2d858cc7bd2,Steward,The Royal Santrian Luxury Beach Villas,Magang Bersertifikat Pariwisata Perhotelan,5,Kab. Badung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b555ebbc-732f-418e-840e-4dbc8808865e.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,220400,87c66d10-4380-4c12-895c-61bcb10e0067,True
2167,40cef7b8-68b6-11ed-a94f-be5cff234d68,Steward Crew Intern,Erajaya,Lets Grow with Erajaya,10,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b68b978-babc-4555-b29d-ac9ca4fe7af5.png,2023-02-16T07:00:00+07:00,2023-06-16T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016200,a748af00-6fc5-44c8-a820-fda83886973c,True
2168,b4335b86-6713-11ed-b864-9afb6f59ce88,Store Designer,Rahsa Nusantara,Magang Lestari untuk Bumi dan Negeri Project,1,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ccce4034-bb99-41f4-a031-6937064f5d3a.png,2023-02-16T07:00:00+07:00,2023-07-14T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,026000,66c77515-2e44-4273-82d4-2fbf96dbd52b,True
