Nomor_Mitra,ID_Posisi,Nama_Posisi,Nama_Mitra,Nama_Kegiatan,Kuota_Posisi,Lokasi_Bekerja,Tipe_Aktivitas,URL_Logo,Mulai_Periode,Berakhir_Periode,Mulai_Pendaftaran,Berakhir_Pendaftaran,SKS_Diberikan,Kode_Lokasi,ID_Mitra,Kegiatan_Bersertifikat
2068,e494486b-59b0-11ed-8fe2-4e701e464fd5,SERVICE ADVISOR TEKNO,PT Asuransi Sinar Mas,ODP FAST TRACK,50,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_73621545-54c1-469c-a6ed-66ebf27d7dab.jpg,2023-02-16T07:00:00+07:00,2023-06-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,e098c1ce-41a7-4af6-a86c-217e2bba5f5e,True
2069,47208e00-60b0-11ed-9380-320b4c7afbe7,Service Advisor - Yogyakarta,ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-20T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
2070,ce9204fa-54e1-11ed-a443-0a3963f6cf56,Service & Compliance Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
2071,b7b55305-6a41-11ed-aad2-c63f61abb566,Service & Delivery Intern,Bank CIMB Niaga,Peningkatan Layanan Purna Jual Produk Cash Management dan Trade Finance,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,7ee6d215-9ad2-4565-81c1-555e8efb1360,True
2072,c01f9a33-6721-11ed-b864-9afb6f59ce88,Sharia Business Strategy & Community Development Intern,Bank CIMB Niaga,Edu Smart System Project,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_de215b33-560a-4fc0-b322-6d9cc3b3a0b1.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,7ee6d215-9ad2-4565-81c1-555e8efb1360,True
2073,eae701a8-60d0-11ed-aaab-4a119f027d25,SHE Officer - Jakarta (Head Office),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-20T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
2074,69bcdff9-658b-11ed-9da9-9afb6f59ce88,SHE Supervisor ,BUMA,Learning Management di Site Pertambangan Batubara,6,Kab. Berau,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ff38d1e5-8075-49b7-86af-d0095a4912cb.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,160300,d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb,True
2075,583eafb2-7cf3-11ed-a71e-728dbbd1a348,Silvopastura Pada Lahan Reklamasi,Berau Coal,4 : Mine Closure Improvement Project For Sustainable Post Mining,1,Kab. Berau,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2ff77b56-98de-4831-a033-f819bb3d605c.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-16T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,160300,ec0dd4db-c8de-4171-8079-46070738ce4a,True
2076,a3004581-8fd4-11ed-8889-a6d37857b2c8,Singer n Café Management Officer ,Berau Coal,23. Sustainability Economic Program & Community Entrepreneurship,1,Kab. Berau,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2ff77b56-98de-4831-a033-f819bb3d605c.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,160300,ec0dd4db-c8de-4171-8079-46070738ce4a,True
2077,dd392843-6ec8-11ed-9161-22d0c8df9d48,Sistem Analyst & QA,Telkom,Digital Amoeba,2,"Kota Jakarta Selatan, Kota Jakarta Pusat, Kota Bandung",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fd204644-5cb0-4ff1-a187-0becd4016be4.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-19T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,,95c5cbf2-68be-4146-9fef-f891db857f3b,True
2078,cdec0346-6eb7-11ed-9161-22d0c8df9d48,Sistem Informasi,Bank BRI,EMBRIO - BRI Innovation Management,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016000,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,True
2079,8377bd43-5668-11ed-92ba-cac009710b2f,Site Engineering Intern,Nusantara Infrastructure,Konstruksi Proyek Akses Jalan Tol - Makassar New Port,3,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True
2080,61c91738-55d5-11ed-a527-4e3695358d0a,Site Engineer Intern,Nusantara Infrastructure,Konstruksi dalam Proyek Pengembangan Lingkup Jalan Tol dan Penanganan Banjir di KM 8 Jalan Tol Pondok Aren – Serpong,2,Kota Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True
2081,7de265c7-8109-11ed-bcd8-aa76604f701e,SME Business,Bank Danamon,Danamon Apprenticeship Program,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_eb673130-fd5c-4289-8a4b-f263460c9494.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,4fe86c18-31b5-4adf-a5cf-1c9fb8386f52,True
2082,c9edc603-6ef6-11ed-9576-62d54cabf853,SMES and StartUp Incubator Project Officer,Solo Technopark,Strategic Taskforce Pengembangan Role Model Technopark Nasional,5,Kota Surakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9dc50109-6499-4b1d-ad4d-eb471090c6f6.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,036100,0df2977a-0d02-45c9-ae59-5530a64acfed,True
2083,e989b3bb-6ffb-11ed-ab38-feb214c74b66,Social Media,KLY (Kapanlagi Youniverse),Enhancing KLY through innovative & awe-inspiring videos,16,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b0cecca1-6125-4d10-851f-a9b1408071dc.png,2023-02-16T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-01-17T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,eb4f2963-619c-4052-96f5-46fb1828d0a3,True
2084,a169b19e-6fef-11ed-8b84-22d0c8df9d48,Social Media,Bangbeli, Project-Based Learning Internship Bangbeli,10,Kota Malang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c75e82ed-0291-4702-be9a-43e96b6e253d.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,056100,28db6842-7383-42ba-80b7-bf02b8aac8f7,True
2085,58863adc-80f6-11ed-979c-f6e17ff1bedb,Social Media ,PT MNC MULTIMEDIA NETWORK ,Program Magang MNC Multimedia ,12,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_5532af2f-084e-41f1-a717-60c705ea966a.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,d060b038-173c-4b57-a0ea-6d9cea14eaac,True
2086,8d3faea9-7dd3-11ed-bd09-2615bc75a6a3,Social Media Analyst ,Berau Coal,5. Optimalisasi Pengelolaan Media Sosial Perusahaan Dan Media Massa Dalam Peningkatan Citra Perusahaan Dan Issue Management,1,Kab. Berau,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2ff77b56-98de-4831-a033-f819bb3d605c.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-17T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,160300,ec0dd4db-c8de-4171-8079-46070738ce4a,True
2087,809a1ed6-6fb6-11ed-8b84-22d0c8df9d48,Social Media Analytics (Social Media),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
2088,307cf51c-670f-11ed-b864-9afb6f59ce88,Social Media and Influencer Specialist,Rahsa Nusantara,Magang Lestari untuk Bumi dan Negeri Project,2,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ccce4034-bb99-41f4-a031-6937064f5d3a.png,2023-02-16T07:00:00+07:00,2023-07-14T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,026000,66c77515-2e44-4273-82d4-2fbf96dbd52b,True
2089,987c4777-6ef5-11ed-8b84-22d0c8df9d48,Social Media and Media Campaign Officer,Solo Technopark,Strategic Taskforce Pengembangan Role Model Technopark Nasional,2,Kota Surakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9dc50109-6499-4b1d-ad4d-eb471090c6f6.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,036100,0df2977a-0d02-45c9-ae59-5530a64acfed,True
2090,cff19c55-8027-11ed-91e0-ae9e72da6bb1,Social Media & Content,Home Credit Indonesia,Home Credit Apprenticeship  Program (HAP) 3.0 ,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,ae9a3576-23cb-42c2-9885-4cb1a4141799,True
2091,d3014d0d-6c93-11ed-9738-0278cb7f6574,Social Media Content Creator,Schoters,Transformasi Start-Up Edutech Melalui Riset dan Inovasi,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a741a688-4eca-41f9-8099-40d6986d6253.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016300,29817ab5-be74-4c42-a223-a04eceae0eef,True
2092,89c5f898-8bfd-11ed-911d-3e03fb38b690,Social Media Content Development Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
2093,e7b4c74a-8135-11ed-8c99-9aeeab388a33,Social Media & Content Writer Intern,Blibli.com,Project Bimasakti : Strategic Internal & External Communication And Talent Acquisition,2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_324111c6-f4b2-4b51-a98f-e42c08d0ca5b.png,2023-02-13T07:00:00+07:00,2023-06-13T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-23T07:00:00+07:00,20,016000,508a13b3-ad8d-410d-8c64-8e1e9c154cf8,True
2094,03a228f9-6c93-11ed-8441-22d0c8df9d48,SOCIAL MEDIA CORPORATE AFFAIR,Alfamart,Produksi konten/berita positif di media mainstream dan medsos,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
2095,c350ece2-64df-11ed-aa64-3e2209ea9924,Social Media Intern,Orbit Future Academy, Orbit 4 Indonesia Internship Program,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,0be8abbc-2642-42b4-9ca5-4d33f4704a94,True
2096,41153eae-670a-11ed-98f0-d6bd1ff96cc1,Social Media Intern,Erajaya,Lets Grow with Erajaya,3,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b68b978-babc-4555-b29d-ac9ca4fe7af5.png,2023-02-16T07:00:00+07:00,2023-06-16T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016200,a748af00-6fc5-44c8-a820-fda83886973c,True
2097,7682dbf1-670c-11ed-bbef-2e218cacb4ef,Social Media Live Streamer,Rahsa Nusantara,Magang Lestari untuk Bumi dan Negeri Project,2,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ccce4034-bb99-41f4-a031-6937064f5d3a.png,2023-02-16T07:00:00+07:00,2023-07-14T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,026000,66c77515-2e44-4273-82d4-2fbf96dbd52b,True
2098,1cbe33cb-8051-11ed-b098-f6e17ff1bedb,Social Media Marketing,Vidio,Peningkatan Kualitas Product Dari Segi Product Management Dan Design Dari Aplikasi Vidio,5,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_805c82cb-fe4b-47f2-8cbf-054b6e40cb33.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-16T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9,True
2099,2545ff8e-6008-11ed-b4b5-baaa6764964c,Social Media Marketing Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
2100,fffe6489-6fb6-11ed-a7a1-0278cb7f6574,Social Media News (Social Media),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
2101,1eba0a73-8032-11ed-899c-f6e17ff1bedb,Social Media Officer,INASTEK,Pengembangan Pembelajaran Sirkular Ekonomi Pertanian Terpadu Dan Pengolahan Sampah Plastik,5,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fdf76848-5751-4f24-8eed-31bce0d85818.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-11T07:00:00+07:00,2023-01-30T07:00:00+07:00,20,040200,6af7cd4d-9305-48f4-85ac-e8d5e2c64b34,True
2102,10fca9bf-60dc-11ed-9958-e6768c594c9c,Social Media Officer - Autopedia (Jakarta),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-20T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
2103,a223a806-6fb8-11ed-a7a1-0278cb7f6574,Social Media Platform (Social Media),Surya Citra Media - EMTEK Group,SIP (SCM Internship Program),4,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4c560d1a-0e74-4525-9d9c-4feb95a08b71.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016000,b409663d-e067-46e0-81d9-eb4fff33f45f,True
2104,3b366294-70d0-11ed-83e6-668d7502ff5d,Social Media Specialist,Synapsis.id,Learning Practice Program ,3,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c197900c-4362-422d-8cef-5c2f03d7ddb6.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016400,b8aaf5af-e69c-4434-89b5-dc2dbbdf7a15,True
2105,79718c90-6b14-11ed-8147-a2c3ec1c6e84,Social Media Specialist,Widya Robotics,"Learning Management di Startup Artificial Intelligence, IoT, dan Robotika",4,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ac92522e-1227-497a-bb7c-6783e41bb299.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,040200,93cf8c69-e6cc-423b-a011-695680382291,True
2106,8dfba8dc-7f5c-11ed-99cd-aa76604f701e,Social Media Specialist,Sebangku Games,Aktivitas 1 -  Pengembangan Platform Pembelajaran Literasi Anak,1,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,046000,a79ed31b-6180-41a7-87ce-9727630f5361,True
2107,497223ff-6bb0-11ed-a22e-c63f61abb566,Social Media Specialist,Alfamidi,SOCIAL MEDIA MANAGEMENT ALFAKARIR,12,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg,2023-02-10T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,286100,0948c9f3-2059-465a-b344-f12f1a66077d,True
2108,5e6588ad-6bb2-11ed-bc50-b2867cbd16b8,Social Media Specialist,Alfamidi,SOCIAL MEDIA MANAGEMENT GEMA BUDAYA,12,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_2c238d7b-1e65-4e87-9fc1-68573e234f74.jpg,2023-02-10T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,286100,0948c9f3-2059-465a-b344-f12f1a66077d,True
2109,6efd0e16-81bd-11ed-8c99-9aeeab388a33,Social Media Specialist,VOCASIA,Vocasia Internship Professional Edutech Program,5,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-28T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016400,77cde2f6-fa33-4932-8847-83b3414b1877,True
2110,e9e888cc-66e2-11ed-9ad9-5a2f049e0a05,Social Media Specialist,Disdukcapil Kota Surabaya,Branding Development ( Swargaloka),5,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47247993-97dc-483d-9e89-92768f1be113.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-11T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,056000,8a84800b-39b7-4045-a70a-ed431d2319a7,True
2111,41239d57-961f-11ed-8163-6ed1f179372e,Social Media Specialist,PT.Garuda Cyber Indonesia, Technology-savvy young generation (Pekanbaru)  ,10,Kota Pekanbaru,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b06d82b0-54ff-4f34-8baf-1622884d7835.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-17T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,096000,e60fe502-36d3-41a4-971b-b77d1d8239a1,True
2112,509457bb-6f7a-11ed-8b84-22d0c8df9d48,Social Media Specialist ,IDCloudHost,Shaping A Cloud Digital Professional's Character (Pekanbaru),4,Kota Pekanbaru,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_9c53001e-2c95-4566-a346-33b39d8c37da.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-16T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,096000,82e706c8-0da1-4aae-8901-34de2c3f8fd1,True
2113,f6951483-6c6e-11ed-8441-22d0c8df9d48,SOCIAL MEDIA SPECIALIST ALFA KARIR,Alfamart,Evaluasi Efektivitas Channel Media Sosial Terhadap Pemenuhan Karyawan,35,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
2114,104ed6ee-6c98-11ed-8441-22d0c8df9d48,SOCIAL MEDIA SPECIALIST GEMA BUDAYA,Alfamart,Engagement Media Sosial Alfamart Gema Budaya,33,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
2115,625aab85-6c9d-11ed-8441-22d0c8df9d48,Social Media Specialist GLI,Alfamart,Company Branding & Recruiting,1,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
2116,b9261e2d-6bee-11ed-acfa-feb214c74b66,Social Media Specialist Intern,Paragon Technology and Innovation,Distribution (PARAMA),1,"Kota Yogyakarta, Kota Tegal, Kota Tangerang, Kota Jakarta Selatan",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
2117,81dd465c-6c05-11ed-8441-22d0c8df9d48,Social Media Specialist Intern,Paragon Technology and Innovation,Paranova Directorate,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
2118,dda0da15-8084-11ed-91e0-ae9e72da6bb1,Social Media Specialist (Jakarta),Kompas Gramedia,"Kompas Gramedia - Bentara Budaya: Art, Culture, And Partnership",2,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_df1a48c4-c272-4def-9ca5-0f905ac03742.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-26T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,c8bece01-8738-4a37-90f9-3d0302da1cd7,True
