Nomor_Mitra,ID Posisi,Nama Posisi,Nama Mitra,Nama Kegiatan,Quota Posisi,Lokasi Bekerja,Tipe Aktivitas,URL Logo,Mulai Periode,Berakhir Periode,Mulai Pendaftaran,Berakhir Pendaftaran,SKS Diberikan,Kode Lokasi,ID Mitra,Kegiatan Bersertifikat
52,eebfa5ef-60ab-11ed-b7c7-aaf123262558,AR Officer - Banjarmasin,ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
53,81b6acee-60b3-11ed-9380-320b4c7afbe7,AR Officer - Jakarta,ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,5,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
54,faff704c-60b1-11ed-9958-e6768c594c9c,AR Officer - Lampung,ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
55,2d9dc238-60a9-11ed-97af-4e7334462431,AR Officer - Malang,ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
56,9d0caae3-60aa-11ed-b7c7-aaf123262558,AR Officer - Medan,ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
57,38250772-60ad-11ed-b3af-8a7c8006de3f,AR Officer - Palembang,ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
58,d0a5797b-60ae-11ed-aaab-4a119f027d25,AR Officer - Pekanbaru,ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
59,5b13d070-60af-11ed-9958-e6768c594c9c,AR Officer - Semarang,ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
60,96072390-60ce-11ed-aaab-4a119f027d25,AR Officer - Surabaya,ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
61,846a6619-6ed7-11ed-818c-feb214c74b66,Asisten Analis Pengembangan Produk Perbankan Syariah,Otoritas Jasa Keuangan,Direktorat Pengaturan dan Perizinan Perbankan Syariah,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
62,59be4f56-6eca-11ed-9161-22d0c8df9d48,Asisten Peneliti,Otoritas Jasa Keuangan,OJK Institute,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
63,b438bb57-6fb2-11ed-9576-62d54cabf853,Assessment Intern,Bluebird Group,Belajar Birdsama Bluebird,2,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-13T07:00:00+07:00,20,,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,True
64,c898e821-6a4a-11ed-931a-a6bfdab34a31,Assessment Officer,Trans Retail Indonesia,Learning Management di Head Office,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_46424d48-bf41-43aa-89dd-e8702beb2f80.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,0ec1e3dd-b754-435e-9308-8b77ce0dc15b,True
65,40573ff3-6c9c-11ed-8441-22d0c8df9d48,ASSET MANAGEMENT,Alfamart,Optimalisasi Asset,1,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
66,5a542b10-6a34-11ed-8ebe-a6bfdab34a31,Asset Management Officer,PT Bumitama Gunajaya Agro,Officer Development Program,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,8816b5f5-7f39-459c-ba0c-86996423c5e5,True
67,ca2620cc-60ba-11ed-9380-320b4c7afbe7,Asset & Treasury Officer - Jakarta (Head Office),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
68,35d65c31-75e0-11ed-a033-260399e19f34,Assistant Business Analyst,Huawei,Huawei Roll Out & Manage Service Internship,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d9158ede-a886-4d35-85d2-d71779d89cae.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,20f87c97-71f0-4bb0-a591-ed22c767891d,True
69,96990b59-74c8-11ed-84f4-260399e19f34,Assistant Business Operation Support,Huawei,Huawei Roll Out & Manage Service Internship,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d9158ede-a886-4d35-85d2-d71779d89cae.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,20f87c97-71f0-4bb0-a591-ed22c767891d,True
70,5a3b7354-75dc-11ed-a007-b2d858cc7bd2,Assistant Data Analyst Engineer,Huawei,Huawei Roll Out & Manage Service Internship,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d9158ede-a886-4d35-85d2-d71779d89cae.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,20f87c97-71f0-4bb0-a591-ed22c767891d,True
71,27185219-74c9-11ed-be17-36f737f7a6bf,Assistant Procurement Specialist,Huawei,Huawei Roll Out & Manage Service Internship,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d9158ede-a886-4d35-85d2-d71779d89cae.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,20f87c97-71f0-4bb0-a591-ed22c767891d,True
72,b8ac45f4-756b-11ed-be17-36f737f7a6bf,Assistant Project Controller,Huawei,Huawei Roll Out & Manage Service Internship,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d9158ede-a886-4d35-85d2-d71779d89cae.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,20f87c97-71f0-4bb0-a591-ed22c767891d,True
73,7af1196c-75d8-11ed-8c3c-3eca353efbd3,Assistant Quality Control and EHS Engineer,Huawei,Huawei Roll Out & Manage Service Internship,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d9158ede-a886-4d35-85d2-d71779d89cae.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,20f87c97-71f0-4bb0-a591-ed22c767891d,True
74,cd76d463-6169-11ed-b3d1-4eaca8c1bf53,Auction Relation Officer - JBA (Jakarta),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
75,d1eac21d-6b11-11ed-8225-d61b0e2692e7,Automation  & Electrical Infrastructure Project Analyst Officer,PT Bumitama Gunajaya Agro,Officer Development Program,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,8816b5f5-7f39-459c-ba0c-86996423c5e5,True
76,d6b8ef6d-64e2-11ed-b74d-2af064b3727d, B2B Customer Success Intern,Orbit Future Academy, Orbit 4 Indonesia Internship Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-10T07:00:00+07:00,20,016300,0be8abbc-2642-42b4-9ca5-4d33f4704a94,True
77,908485a7-6ca3-11ed-934e-964ca1abcf1b,B2B STORE SUPPORT,Alfamart,Monitoring Order Online,3,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
78,75af1a20-64e2-11ed-b5cc-0a223dcf0f66,B2C Customer Success Intern,Orbit Future Academy, Orbit 4 Indonesia Internship Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-10T07:00:00+07:00,20,016300,0be8abbc-2642-42b4-9ca5-4d33f4704a94,True
79,57e855d5-7190-11ed-b6f7-86f9589d528b,Backend Developer,Suitmedia,Suitmedia National Internship Program 2023,12,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a81e2a5b-5e10-4a12-9561-3c627723e77f.png,2023-02-01T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-08T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b,True
80,2d0f39bb-706a-11ed-b6f6-62d54cabf853,Backend Developer,VOCASIA,Vocasia Internship Professional Edutech Program,5,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-28T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016400,77cde2f6-fa33-4932-8847-83b3414b1877,True
81,0b658e26-6ff9-11ed-83fd-7e8ddab09462,BackEnd Developer,Bangbeli, Project-Based Learning Internship Bangbeli,3,Kota Malang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_c75e82ed-0291-4702-be9a-43e96b6e253d.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,056100,28db6842-7383-42ba-80b7-bf02b8aac8f7,True
82,200201e1-750c-11ed-b175-b2d858cc7bd2,Backend Developer Intern,BNI,BNI Digital Talent Thematic Internship,10,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_642f3ae3-5162-4f40-aba6-e0c819df5f56.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-29T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016200,1434cd57-6295-441a-898a-7294119a96d7,True
83,f759e594-739a-11ed-8842-d258d28d0ecb,Backend Engineering Intern,Shipper,Shipper Academy Internship Program Season 2.0,3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b76494ae-980d-4a68-9115-38613dc21698.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-09T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,648a1e21-4b5d-4a2c-b02e-2ead74eae085,True
84,5bc1ea42-7f63-11ed-b9d2-ae9e72da6bb1,Back-end Programmer,Sebangku Games,Aktivitas 2 -  MARICA; Platform Pembelajaran Berbasis Gamifikasi,2,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,046000,a79ed31b-6180-41a7-87ce-9727630f5361,True
85,f7b4ffac-4eb1-11ed-9f30-c28fdeb2b454,Backend Programmer,dr. Mekanik Academy,dr. MEKANIK ACADEMY,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png,2023-02-10T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,51eebb91-c684-4d2c-a4bb-b1784a3be41a,True
86,3b2840f4-4e7d-11ed-b7a0-b2a0cab2a843,Backend Programmer,dr. Mekanik Academy,SMART AUTOMATIC GUIDED VEHICLE (AGV),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_14a64f25-841d-4162-8a8e-f6793d5882f1.png,2023-02-10T07:00:00+07:00,2023-07-31T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,51eebb91-c684-4d2c-a4bb-b1784a3be41a,True
87,36d75c75-7f50-11ed-9af6-e28bf6b6d14d,Back-End Programmer,Sebangku Games,Aktivitas 1 -  Pengembangan Platform Pembelajaran Literasi Anak,1,Kota Yogyakarta,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_57bf2cf6-61e6-45b0-9d84-47610a22952b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2023-01-10T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,046000,a79ed31b-6180-41a7-87ce-9727630f5361,True
88,5356b013-6046-11ed-b7c7-aaf123262558,Bahasa Indonesia Subject Research Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,2,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
89,154d586e-6c74-11ed-934e-964ca1abcf1b,BCA Young Innovators (BYON),BCA,BCA Young Innovators (BYON),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_6c0a7c7b-8ff3-4214-8474-2872769e4063.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,8a7e142f-1562-49c4-865d-26bfc2cb3dfe,True
90,aa114d85-55ad-11ed-9b1f-3642855f7e03,Bid Management B2B Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
91,cd416f03-6047-11ed-bb63-2e0edbdc1ce0,Biology Subject Research Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,1,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
92,24e2ef0e-600b-11ed-bb63-2e0edbdc1ce0,Brand and Campaign Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,3,Kota Jakarta Selatan,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
93,1bd47095-8d5b-11ed-9e48-aa91c5a02ffe,Brand Campaign Intern,Bluebird Group,Belajar Birdsama Bluebird,1,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-13T07:00:00+07:00,20,,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,True
94,659b4300-54ff-11ed-b209-b250481d78c3,Brand & Communications Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
95,5017e487-6f98-11ed-ab38-feb214c74b66,"Branding, Creative, and Design",PT ISS Indonesia,Great ISS Internship Program (GETS Program),1,Kota Tangerang Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0f2ff0f5-9860-45ed-8d64-857e7d2125f7.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-08T07:00:00+07:00,20,286300,0aed31ee-a13d-4467-b189-885f247aa6c0,True
96,9fc6b562-6b05-11ed-8147-a2c3ec1c6e84,Branding & Promotion Intern,Erajaya,Lets Grow with Erajaya,3,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b68b978-babc-4555-b29d-ac9ca4fe7af5.png,2023-02-16T07:00:00+07:00,2023-06-16T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016200,a748af00-6fc5-44c8-a820-fda83886973c,True
97,255c617f-6c6b-11ed-934e-964ca1abcf1b,BUILDING & MAINTANANCE DEVELOPMENT,Alfamart,Energy Baru Terbarukan,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
98,d9fc465b-6c91-11ed-8441-22d0c8df9d48,BUILDING & MAINTENANCE,Alfamart,Optimalisasi Ukur dan Gambar Renovasi Toko Alfamart,3,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
99,055c11b6-6fc1-11ed-8b84-22d0c8df9d48,Business Administration Intern,PT Petrokimia Gresik,Petrokimia Undergraduate Apprenticeship Program Cycle 4,3,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-06T07:00:00+07:00,20,050100,bc27aac3-8e3f-4016-9b18-cdbfa26746d8,True
100,6154c0fc-8004-11ed-899c-f6e17ff1bedb,Business Analyst,INASTEK,Pengembangan Pembelajaran Sirkular Ekonomi Pertanian Terpadu Dan Pengolahan Sampah Plastik,4,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fdf76848-5751-4f24-8eed-31bce0d85818.png,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-01-04T07:00:00+07:00,20,040200,6af7cd4d-9305-48f4-85ac-e8d5e2c64b34,True
101,ed1fd06b-56cc-11ed-b186-36a705b63a4f,Business Analyst,Nusantara Infrastructure,Economic Feasibility Analysis & Traffic Volume Planning of Toll Road - Makassar,1,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True
102,81ec85aa-6ba7-11ed-bc50-b2867cbd16b8,Business Analyst,GITS.ID,Implementasi dan pengembangan dalam Objective and Key Results,6,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e0e58a43-a4fc-4884-b9cb-dd7410b8989d.jpg,2023-02-16T07:00:00+07:00,2023-06-15T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,84a0c19d-fe08-470f-8b1d-a210e8a1c91f,True
103,348fe57f-60bd-11ed-9380-320b4c7afbe7,Business Analyst - Jakarta (Head Office),ASSA,ASTERIEX IV : First Journey to Become ASSA SPEED Racers!,1,Kota Jakarta Utara,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_e9d9b6c8-552b-47fd-a9da-24b9557bb28b.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016100,631c1888-6d99-43db-bfff-086dafc150c3,True
